Condition,Finished,Q1_C1,Q2_C1,Q3_C1,Q4_C1,Q5_C1,Q6_C1,Q7_C1_v1,Q7_C1_v2,Q1_C2,Q2_C2,Q3_C2,Q4_C2,Q5_C2,Q6_C2,Q7_C2_v1,Q7_C2_v2,Q8,Q9,Q10,PowerC1,PowerC2,BiasC1,BiasC2,Q3,Q4,Q5,Q6,Power,Bias,PowMen
1,0,A rough power analysis...but many of my samples are in the 10s of thousands so I don't typically worry too much about power...,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,This depends on the effects that the authors are attempting to investigate and related power analysis. ,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,POWER ANALYSIS,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,Feasibility in testing time/funding availability and recruitment pool.,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"The more, the better. / But the number of subjects to be available is limited. / Thus, ""compromise"" determines the sample size. ",3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"Depends upon research design.  For basic correlational studies I aim for 100+, but this would go upwards depending upon the specific hypotheses, analyses appropriate for testing the hypotheses, and so forth.  For example, multiple regressions with many variables and some interactions, I would aim for larger sample size.   For experiments, I generally aim for 30+ per condition.  However, for exact estimates for specific study designs, I would calculate desired power, estimated sample size, etc.",3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"Based on my experience of potential effect size and power to find the effect. Coupled with known issues that can affect a reasonable expected sample size (e.g., in a clinical setting)",4,0.05,0.8,0.2,30,NA,3,8,9,3,NA,0.118679436,NA,-0.681320564,0.05,0.8,0.2,30,0.118679436,-0.681320564,0
1,1,I used to base my sample size on the heuristic: 15-20 participants per cell / Nowadays I standardly conduct poweranalysis to determine sample size,4,0.05,0.8,0.6,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,1,0.627504587,NA,-0.172495413,NA,0.05,0.8,0.6,30,0.627504587,-0.172495413,1
1,0,power analyses / practicability,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1,0,,3,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"Mostly, I would look for a reasonable ratio of sample size vs number of conditions, and a roughly even distribution between conditions. I prefer larger samples to threadbare ones, though truly excessive samples should be avoided.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,it depends on the resources available. For a lab study at least 20-30  participants per condition (although the study suffers from low power it is difficult to get more participants in the lab),2,0.05,0.8,0.03,20,2,NA,,NA,NA,NA,NA,NA,NA,NA,10,8,2,0.05098061,NA,-0.74901939,NA,0.05,0.8,0.03,20,0.05098061,-0.74901939,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,"1. I use published data (from 1,000 to 100,000 participants). / 2. Rule of thumb. The more, the better. But e.g., individual testing in kindergarten is rather time consuming. Here smaller samples of about 20 for each student. Totally around 200.",1,0.05,0.8,0.4,27,3,NA,,NA,NA,NA,NA,NA,NA,NA,8,7,3,0.302782725,NA,-0.497217275,NA,0.05,0.8,0.4,27,0.302782725,-0.497217275,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,Power analysis,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"I don't understand this question. Does the ""quality"" of the sample size refer to whether it has adequate power? /  / Does capital N in the question below refer to the total sample size (in which case my answer might depend on the number of cells in the design) or the cell size? ",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,"Because my experience on the neuroimaging techniques I used (ERPs, fMRI), I use to evaluate that I need to run at least 24 participants for each study. In some case, because the artifacts in ERPs the final simple could be less, but not below 16 or so participants. ",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,By performing power analyses while setting up the study.,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2,1,,NA,NA,NA,NA,NA,NA,NA,Yes,4,0.8,0.8,0.36,50,3,NA,10,9,2,NA,0.959024614,NA,0.159024614,0.8,0.8,0.36,50,0.959024614,0.159024614,0
1,1,The bigger the better. ,4,0.05,0.9,0.2,500,NA,1,,NA,NA,NA,NA,NA,NA,NA,8,8,3,0.884788506,NA,-0.015211494,NA,0.05,0.9,0.2,500,0.884788506,-0.015211494,0
1,1,Poweranalyses or out of what is possible in practice,4,0.05,0.02,0.03,125,NA,2,,NA,NA,NA,NA,NA,NA,NA,8,3,2,0.056418266,NA,0.036418266,NA,0.05,0.02,0.03,125,0.056418266,0.036418266,1
1,1,I tale 30-40 participants/ expérimental condition,4,0.81,0.5,0.5,30,2,NA,,NA,NA,NA,NA,NA,NA,NA,10,5,2,0.969778742,NA,0.469778742,NA,0.81,0.5,0.5,30,0.969778742,0.469778742,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"I often don't. In studies I review, (sociological) sample size is almost always quite large. ",3,0.05,0.8,0.4,30,3,NA,10,9,2,NA,0.331521679,NA,-0.468478321,0.05,0.8,0.4,30,0.331521679,-0.468478321,0
1,1,"Power analysis for the analyses I anticipate running. I also tend to use a rule of thumb of having at least 100 participants, as I tend to do correlational rather than experimental research.",3,0.05,0.8,0.3,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,9,3,0.317802205,NA,-0.482197795,NA,0.05,0.8,0.3,50,0.317802205,-0.482197795,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.8,0.3,40,3,NA,7,7,3,NA,0.263283556,NA,-0.536716444,0.05,0.8,0.3,40,0.263283556,-0.536716444,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.7,0.3,15,3,NA,3,7,5,NA,0.124697843,NA,-0.575302157,0.05,0.7,0.3,15,0.124697843,-0.575302157,0
1,1,"I plan as a rule of thumb to run at least 20 participants per condition, but a larger number is preferable if feasible.",3,0.05,0.8,0.2,20,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,6,2,0.094567328,NA,-0.705432672,NA,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
1,1,Based on previous reported studies and feasability ,4,0.05,0.8,0.5,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,1,0.696893406,NA,-0.103106594,NA,0.05,0.8,0.5,50,0.696893406,-0.103106594,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.05,0.7,30,3,NA,1,7,5,NA,0.759904918,NA,0.709904918,0.05,0.05,0.7,30,0.759904918,0.709904918,0
2,1,,NA,NA,NA,NA,NA,NA,NA,I take into account if the sample size is large enough given the statistical analyses. Also the use of op population sample versus clinical sample is taken into account.,4,0.05,0.8,0.2,20,NA,1,8,7,3,NA,0.094567328,NA,-0.705432672,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.8,0.5,20,NA,3,2,6,2,NA,0.337939029,NA,-0.462060971,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
2,1,,NA,NA,NA,NA,NA,NA,NA,Consider how representative it may be of the topic of interest,3,0.05,0.3,5,50,NA,3,6,7,5,NA,1,NA,0.7,0.05,0.3,5,50,1,0.7,0
1,1,According to relevant literature,1,0.5,0.3,0.3,15,NA,1,,NA,NA,NA,NA,NA,NA,NA,3,7,2,0.624896277,NA,0.324896277,NA,0.5,0.3,0.3,15,0.624896277,0.324896277,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,Power analysis based on effect size of pilot data or other literature,4,0.1,0.8,0.5,15,NA,1,,NA,NA,NA,NA,NA,NA,NA,3,7,4,0.380216632,NA,-0.419783368,NA,0.1,0.8,0.5,15,0.380216632,-0.419783368,1
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.3,0.4,30,NA,2,8,7,1,NA,0.331521679,NA,0.031521679,0.05,0.3,0.4,30,0.331521679,0.031521679,0
1,1,By power calculation,4,0.05,0.8,0.5,40,NA,3,,NA,NA,NA,NA,NA,NA,NA,1,6,1,0.598146901,NA,-0.201853099,NA,0.05,0.8,0.5,40,0.598146901,-0.201853099,1
1,1,,2,0.05,0.6,0.3,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,5,8,2,0.15226828,NA,-0.44773172,NA,0.05,0.6,0.3,20,0.15226828,-0.44773172,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"how to you mean ""quality"", do you mean number of subjects? I go by what is custom and reasonable in the literature (a priori power analysis is best though).",3,0.05,0.8,0.5,30,4,NA,7,8,3,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,Power analysis and sample availability ,3,0.05,0.8,0.3,45,NA,3,,NA,NA,NA,NA,NA,NA,NA,10,6,2,0.290698385,NA,-0.509301615,NA,0.05,0.8,0.3,45,0.290698385,-0.509301615,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"Sample size should be looked at in function of the research question. For example if it is a qualitative or quantitative study sample sizes can vary substantially. For quantitative studies that involve multilevel data one should look at the variation in sample sizes at multiple levels. Usually, I am also concerned when sample sizes become too large in quantitative studies because their power levels become too high. ",1,0.05,0.8,0.5,5,3,NA,6,5,3,NA,0.10768599,NA,-0.69231401,0.05,0.8,0.5,5,0.10768599,-0.69231401,0
1,1,convenience,4,0.05,0.9,0.4,300,3,NA,,NA,NA,NA,NA,NA,NA,NA,1,5,5,0.998311366,NA,0.098311366,NA,0.05,0.9,0.4,300,0.998311366,0.098311366,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,1,0.05,0.8,0.2,20,3,NA,1,9,6,NA,0.094567328,NA,-0.705432672,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
1,1,Power analysis,4,0.05,0.8,0.3,100,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,8,6,0.560059254,NA,-0.239940746,NA,0.05,0.8,0.3,100,0.560059254,-0.239940746,1
1,1,"Cost (fMRI), availability (patient studies), or the size of the effect I'm assessing.",3,0.05,0.8,0.2,20,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,8,3,0.094567328,NA,-0.705432672,NA,0.05,0.8,0.2,20,0.094567328,-0.705432672,0
1,1,Effect size,4,0.05,0.8,0.5,100,NA,1,,NA,NA,NA,NA,NA,NA,NA,1,8,3,0.940427204,NA,0.140427204,NA,0.05,0.8,0.5,100,0.940427204,0.140427204,0
2,1,,NA,NA,NA,NA,NA,NA,NA,I try to determine whether it is sufficient for the proposed analyses.  I also like to know whether it might be representative of some population.,3,0.05,0.8,0.2,30,NA,3,3,7,4,NA,0.118679436,NA,-0.681320564,0.05,0.8,0.2,30,0.118679436,-0.681320564,0
1,1,,2,1,1,0.1,0,NA,3,,NA,NA,NA,NA,NA,NA,NA,9,9,3,NA,NA,NA,NA,1,1,0.1,0,NA,NA,0
2,1,,NA,NA,NA,NA,NA,NA,NA," Sample size requirements vary depending on the design of the study.  Some analyses require larger samples than others to provide sufficient power for hypothesis testing.  I consider the type of analyses, reported findings, and power calculations to evaluate quality of the sample size.  ",3,0.05,0.8,0.2,50,3,NA,1,7,5,NA,0.167675486,NA,-0.632324514,0.05,0.8,0.2,50,0.167675486,-0.632324514,0
1,1,I do not conduct empirical research.,4,0.01,0.9,0.5,100,NA,3,,NA,NA,NA,NA,NA,NA,NA,9,9,5,0.823822489,NA,-0.076177511,NA,0.01,0.9,0.5,100,0.823822489,-0.076177511,0
2,1,,NA,NA,NA,NA,NA,NA,NA,By gauging the size of the effect.,3,0.05,0.75,0.5,25,NA,1,7,6,3,NA,0.410100332,NA,-0.339899668,0.05,0.75,0.5,25,0.410100332,-0.339899668,0
1,0,"i work with large (N= 10000 plus) routine practice datasets , therefore sample size is rarely an issue",4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,,4,0.05,0.8,0.2,80,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,8,4,0.241757787,NA,-0.558242213,NA,0.05,0.8,0.2,80,0.241757787,-0.558242213,0
1,1,varies,4,0.05,0.8,2,60,3,NA,,NA,NA,NA,NA,NA,NA,NA,1,6,3,1,NA,0.2,NA,0.05,0.8,2,60,1,0.2,0
1,1,"feasibility of recruiting participants, design of the study, type of analyses that will be conducted etc.",4,0.05,0.8,0.2,40,3,NA,,NA,NA,NA,NA,NA,NA,NA,3,7,3,0.143080304,NA,-0.656919696,NA,0.05,0.8,0.2,40,0.143080304,-0.656919696,0
1,1,Use a rule of thumb of 50 per condition,4,0.05,0.9,0.5,50,NA,3,,NA,NA,NA,NA,NA,NA,NA,6,3,1,0.696893406,NA,-0.203106594,NA,0.05,0.9,0.5,50,0.696893406,-0.203106594,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.1,0.8,0.5,30,3,NA,2,6,2,NA,0.606211397,NA,-0.193788603,0.1,0.8,0.5,30,0.606211397,-0.193788603,0
1,1,availability and sample size calculation (power),3,0.05,0.8,0.35,60,3,NA,,NA,NA,NA,NA,NA,NA,NA,1,7,4,0.476713163,NA,-0.323286837,NA,0.05,0.8,0.35,60,0.476713163,-0.323286837,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"I estimate power based on total N, type of analysis, expected effect size, and number of cells. ",3,0.1,0.8,0.3,25,NA,3,10,8,3,NA,0.278107866,NA,-0.521892134,0.1,0.8,0.3,25,0.278107866,-0.521892134,0
1,1,,3,0.05,0.8,0.5,10,4,NA,,NA,NA,NA,NA,NA,NA,NA,9,9,1,0.185095656,NA,-0.614904344,NA,0.05,0.8,0.5,10,0.185095656,-0.614904344,0
1,1,"For the effects that I typically study, I know that 24 to 36 participants per condition is reasonable. I base the exact number of participants upon the number of variables that need to be counterbalanced (to ensure that there are an equal number of people in each counterbalanced condition). ",3,0.05,0.8,0.4,24,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,8,1,0.273649031,NA,-0.526350969,NA,0.05,0.8,0.4,24,0.273649031,-0.526350969,0
1,1,,3,0.05,0.8,0.5,25,NA,1,,NA,NA,NA,NA,NA,NA,NA,8,8,2,0.410100332,NA,-0.389899668,NA,0.05,0.8,0.5,25,0.410100332,-0.389899668,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"I work in developmental psychology, in infancy work, where sample sizes are often quite low (under 50, sometimes as small as 24). ",3,0.05,0.5,0.2,20,3,NA,3,7,2,NA,0.094567328,NA,-0.405432672,0.05,0.5,0.2,20,0.094567328,-0.405432672,0
2,1,,NA,NA,NA,NA,NA,NA,NA,If it's appropriate for the model under consideration and is likely to have a chance to be representative of the population from which it was derived.,4,0.05,0.8,0.5,10,3,NA,9,8,6,NA,0.185095656,NA,-0.614904344,0.05,0.8,0.5,10,0.185095656,-0.614904344,0
2,0,,NA,NA,NA,NA,NA,NA,NA,"As a reviewer I adhere to the recommendations of Simmons, Nelson & Simonsohn, 2011. I look for an n of at least 20 per condition (although that is still terribly low for detecting most effects we study). I also look for a concrete statement as to how that n was determined. ",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,I have basic rules of thumb born out of experience in my area. Sometimes will do power analyses.,2,0.05,0.8,0.5,64,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,10,3,0.801459558,NA,0.001459558,NA,0.05,0.8,0.5,64,0.801459558,0.001459558,1
2,1,,NA,NA,NA,NA,NA,NA,NA,"In general I look to see that the sample size is consistent with previous studies within that field. For example, genetics findings tend to have small effects and large sample sizes. For cognitive neuroscience fMRI studies I might expect between 15-25 subjects. For studies on the sensory systems I might anticipate at least 8 subjects.  ",3,0.05,0.8,0.5,20,NA,3,2,6,1,NA,0.337939029,NA,-0.462060971,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
2,1,,NA,NA,NA,NA,NA,NA,NA,past research,3,0.05,0.8,0.4,25,3,NA,3,7,4,NA,0.28339873,NA,-0.51660127,0.05,0.8,0.4,25,0.28339873,-0.51660127,0
1,1,"I look to other, similar studies, or to my own past work and calculate the number of participants necessary to achieve power =.80 given alpha =.05.",3,0.05,0.8,0.5,30,NA,3,,NA,NA,NA,NA,NA,NA,NA,3,8,3,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,1
1,1,,4,0.05,0.8,0.5,30,1,NA,,NA,NA,NA,NA,NA,NA,NA,9,8,3,0.477896521,NA,-0.322103479,NA,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,1,"Based on previous similar studies, samples availability, and rough estimate of the effect size ",3,0.1,0.8,0.2,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,2,0.261450374,NA,-0.538549626,NA,0.1,0.8,0.2,50,0.261450374,-0.538549626,0
2,1,,NA,NA,NA,NA,NA,NA,NA,By assessing its power to find its hypothesized effects.,4,0.05,0.65,0.35,50,3,NA,1,8,6,NA,0.410277788,NA,-0.239722212,0.05,0.65,0.35,50,0.410277788,-0.239722212,0
2,1,,NA,NA,NA,NA,NA,NA,NA,convention in the field + power analysis + what conclusions are being drawn (if sample size is smaller but conclusions are more tentative that's acceptable),3,0.05,0.8,0.2,40,NA,3,8,8,2,NA,0.143080304,NA,-0.656919696,0.05,0.8,0.2,40,0.143080304,-0.656919696,0
1,1,the minimal sample size is usually determined by considering the size of the effects of interest,4,0.05,0.5,0.5,40,NA,1,,NA,NA,NA,NA,NA,NA,NA,7,7,3,0.598146901,NA,0.098146901,NA,0.05,0.5,0.5,40,0.598146901,0.098146901,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,"My research is largely focused on a longitudinal sample, so the sample size is determined the number of participants who have been retained across the years. ",4,0.05,0.8,0.5,250,NA,1,,NA,NA,NA,NA,NA,NA,NA,3,7,1,0.999852355,NA,0.199852355,NA,0.05,0.8,0.5,250,0.999852355,0.199852355,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,4,0.05,0.95,0.5,30,NA,1,8,7,2,NA,0.477896521,NA,-0.472103479,0.05,0.95,0.5,30,0.477896521,-0.472103479,0
1,1, Based on information from previous studies,4,0.01,0.9,0.5,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,8,7,2,0.452991541,NA,-0.447008459,NA,0.01,0.9,0.5,50,0.452991541,-0.447008459,0
2,1,,NA,NA,NA,NA,NA,NA,NA,"Depends on the expected size and confidence intervals of the effect. Example: Sample size of 100 is sufficient for g-loadings of Wechsler subtests, but at least 400 twin pairs would be required for reasonably accurate heritability estimates.  ",4,0.05,0.8,0.3,50,3,NA,2,3,4,NA,0.317802205,NA,-0.482197795,0.05,0.8,0.3,50,0.317802205,-0.482197795,0
1,1,"I aim to get around 40 participants for each condition. For correlational studies, I will try to get at least 100 participants.",3,0.05,0.8,0.15,35,3,NA,,NA,NA,NA,NA,NA,NA,NA,10,7,4,0.094872677,NA,-0.705127323,NA,0.05,0.8,0.15,35,0.094872677,-0.705127323,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,1,,NA,NA,NA,NA,NA,NA,NA,By estimating (if possible) the effect size which can be expected in relation to the number of individuals (and observations) in the study.  (for question below: my choice would depend on the sample size needed. If you would really need a large sample size to avoid spurious assocations I would prefer having just one study but if 50 might already be reasonably good then a replication would be better I think),3,0.05,0.7,0.2,50,NA,3,1,8,5,NA,0.167675486,NA,-0.532324514,0.05,0.7,0.2,50,0.167675486,-0.532324514,0
2,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1,1,Power calculations,4,0.1,0.8,0.3,50,3,NA,,NA,NA,NA,NA,NA,NA,NA,5,6,4,0.439185953,NA,-0.360814047,NA,0.1,0.8,0.3,50,0.439185953,-0.360814047,1
2,1,,NA,NA,NA,NA,NA,NA,NA,I have not yet reviewed any papers.,2,0.05,0.8,0.5,50,3,NA,1,4,1,NA,0.696893406,NA,-0.103106594,0.05,0.8,0.5,50,0.696893406,-0.103106594,0
1,1,"for one session exp.--> N>=30, for trainingstudies smaller sample size ok when session 10 or higher",2,0.05,0.8,0.6,30,3,NA,,NA,NA,NA,NA,NA,NA,NA,2,4,2,0.627504587,NA,-0.172495413,NA,0.05,0.8,0.6,30,0.627504587,-0.172495413,0
1,1,"literature, expected size of effect.",3,0.05,0.8,0.5,15,3,NA,,NA,NA,NA,NA,NA,NA,NA,7,6,6,0.262443034,NA,-0.537556966,NA,0.05,0.8,0.5,15,0.262443034,-0.537556966,0
1,1,"Comparison to other studies, experience with comparable experiments, pilot experiments.",4,0.05,0.5,0.5,10,NA,3,,NA,NA,NA,NA,NA,NA,NA,7,5,3,0.185095656,NA,-0.314904344,NA,0.05,0.5,0.5,10,0.185095656,-0.314904344,0
1,1,"As I normally do correlation-based studies (e.g., individual differences), a sample size of more than 150 is preferred.  If I conduct experiments, then each experimental cell should have at least 25 participants.  That would work out to be at 100 in a 2x2 design.",4,0.05,0.7,0.5,25,3,NA,,NA,NA,NA,NA,NA,NA,NA,8,7,3,0.410100332,NA,-0.289899668,NA,0.05,0.7,0.5,25,0.410100332,-0.289899668,0
2,1,,NA,NA,NA,NA,NA,NA,NA,,3,0.05,0.8,0.5,20,NA,3,1,5,3,NA,0.337939029,NA,-0.462060971,0.05,0.8,0.5,20,0.337939029,-0.462060971,0
1,0,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2,1,,NA,NA,NA,NA,NA,NA,NA,very important,1,0.05,0.8,0.2,25,NA,3,8,7,6,NA,0.106581448,NA,-0.693418552,0.05,0.8,0.2,25,0.106581448,-0.693418552,0
2,1,,NA,NA,NA,NA,NA,NA,NA,Ensuring a study has adequate power to detect effects,3,0.05,0.8,0.5,30,NA,3,1,6,6,NA,0.477896521,NA,-0.322103479,0.05,0.8,0.5,30,0.477896521,-0.322103479,0
1,0,Until now it has been kind of ad hoc - but recently we started computing the power of our studies to support decisions concerning sample size  ,4,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
